Data,ID_Cliente,Cliente,Almoco,Bebidas,Total_Gasto
2003-09-23,1011,Carolina Freitas Silva,25.82,Alcóolicas,32.82
2003-10-16,7014,Leonardo Vieira Sousa,19.5,"Sucos, Refrigerantes, Água",47.5
2003-11-05,21359,Carlos Souza Cardoso,42.03,"Sucos, Água, Refrigerantes",78.03
2003-10-30,7753,Leonardo Vieira,81.74,"Sucos, Alcóolicas, Água",118.74
2003-07-06,10453,Felipe Barros Pinto,52.44,Refrigerantes,60.44
2003-01-11,12549,Renata Campos Castro,56.87,"Água, Sucos",80.87
2003-03-04,3922,Isabela Castro Coelho,21.95,Refrigerantes,37.95
2003-12-27,2483,Marcos Pereira,24.12,"Alcóolicas, Refrigerantes",54.12
2003-10-10,20716,Thiago Monteiro,40.7,Água,52.7
2003-11-28,22844,Ana Costa Nascimento,59.84,Sucos,67.84
2003-02-07,521,Diego Pinto,49.56,Sucos,65.56
2003-01-18,13230,Marcelo Rezende,29.13,"Sucos, Água, Alcóolicas",56.13
2003-10-03,12304,Ricardo Barbosa Sousa,49.02,"Refrigerantes, Água",77.02
2003-06-25,11689,Alexandre Araújo,46.85,Água,50.85
2003-04-01,13376,Lucia Ferreira,59.8,"Alcóolicas, Água, Refrigerantes",96.8
2003-11-14,5702,Rodrigo Neves,56.54,Alcóolicas,63.54
2003-07-26,9634,Paula Melo,36.36,Refrigerantes,44.36
2003-03-11,6570,Anderson Coelho Castro,57.69,Refrigerantes,65.69
2003-01-26,20721,Camila Rodrigues Gomes,56.72,Alcóolicas,77.72
2003-05-27,16004,Tatiana Moreira Alves,25.96,Alcóolicas,46.96
2003-04-08,13930,Fernanda Gomes Rocha,25.9,Água,33.9
2003-08-19,2331,Isabela Castro Lima,27.91,Alcóolicas,34.91
2003-03-26,22972,Paula Melo Coelho,89.9,Alcóolicas,96.9
2003-12-17,4489,Diego Pinto Moreira,38.63,"Refrigerantes, Alcóolicas, Água",87.63
2003-02-16,2397,Monica Batista,33.9,Refrigerantes,57.9
2003-11-11,11695,José Carvalho Martins,40.52,Sucos,64.52
2003-04-13,7845,Juliana Lima Farias,25.56,"Sucos, Refrigerantes",41.56
2003-02-18,22068,Mariana Duarte,50.57,"Alcóolicas, Água",65.57
2003-06-08,948,Ricardo Barbosa Ferreira,55.87,Sucos,63.87
2003-12-09,18399,Camila Rodrigues,37.91,"Alcóolicas, Água",56.91
2003-12-19,12876,José Carvalho Neves,28.02,Refrigerantes,52.02
2003-06-17,592,Rafael Mendes,17.97,"Sucos, Refrigerantes, Alcóolicas",86.97
2003-07-22,10014,Isabela Castro,29.12,Sucos,53.12
2003-12-03,17863,José Carvalho Correia,50.89,"Refrigerantes, Sucos, Água",90.89
2003-01-07,2606,Roberto Martins Castro,49.17,"Refrigerantes, Alcóolicas, Sucos",94.17
2003-12-18,19945,Juliana Lima,46.31,"Refrigerantes, Água, Sucos",70.31
2003-05-20,8907,Adriana Farias Ribeiro,34.14,"Refrigerantes, Água",66.14
2003-09-03,24893,Thiago Monteiro Martins,48.84,"Refrigerantes, Sucos",88.84
2003-04-01,11082,Vinicius Torres Silva,38.91,"Refrigerantes, Água",50.91
2003-06-20,8468,Isabela Castro Pereira,42.04,"Sucos, Refrigerantes",74.04
2003-05-27,11609,Rodrigo Neves Barbosa,38.84,"Refrigerantes, Alcóolicas",75.84
2003-08-09,3918,Rodrigo Neves Costa,44.02,"Refrigerantes, Alcóolicas",67.02
2003-04-29,6781,Daniela Sousa Ribeiro,57.02,"Refrigerantes, Água, Alcóolicas",80.02
2003-03-05,8581,Fernando Alves Costa,33.73,"Alcóolicas, Sucos, Refrigerantes",87.73
2003-11-07,12375,Felipe Barros Souza,29.65,Água,33.65
2003-04-29,8777,Camila Rodrigues Pinto,25.61,Alcóolicas,46.61
2003-07-11,4494,Patricia Rocha,35.15,"Água, Refrigerantes, Sucos",95.15
2003-01-07,6060,Renata Campos,51.32,"Refrigerantes, Alcóolicas, Sucos",104.32
2003-10-17,9028,Paulo Nascimento,22.47,"Refrigerantes, Alcóolicas",60.47
2003-07-15,15374,Gustavo Azevedo Correia,70.39,Alcóolicas,91.39
2003-11-21,22709,Rodrigo Neves Duarte,19.15,Água,31.15
2003-12-21,2976,Monica Batista Mendes,55.53,"Alcóolicas, Refrigerantes, Sucos",78.53
2003-10-22,5136,Leonardo Vieira Batista,45.18,"Água, Refrigerantes",73.18
2003-02-08,17898,Mariana Duarte Barbosa,102.17,"Alcóolicas, Água",135.17
2003-01-17,18266,Daniela Sousa Machado,20.62,"Alcóolicas, Sucos",42.62
2003-12-31,12603,Fernanda Gomes,51.66,Alcóolicas,65.66
2003-03-18,9110,Patricia Rocha,25.35,Refrigerantes,49.35
2003-01-28,10305,Amanda Dias Araújo,52.93,Refrigerantes,68.93
2003-12-16,22416,Rodrigo Neves,54.85,Refrigerantes,70.85
2003-03-20,18264,Cristina Machado,43.43,"Água, Sucos, Alcóolicas",89.43
2003-04-01,9319,Felipe Barros Costa,40.65,"Alcóolicas, Água",66.65
2003-10-11,12747,Bruna Ribeiro Duarte,44.41,Água,56.41
2003-09-27,8957,Simone Fonseca Carvalho,24.33,Sucos,48.33
2003-09-16,21093,Camila Rodrigues,38.51,"Sucos, Refrigerantes",70.51
2003-04-27,18049,Patricia Rocha Vieira,49.16,Sucos,65.16
2003-09-23,10668,Alexandre Araújo Cunha,50.92,Refrigerantes,58.92
2003-11-25,24307,Ana Costa Pereira,19.13,Refrigerantes,35.13
2003-10-18,21876,Alexandre Araújo Cavalcanti,42.81,Sucos,66.81
2003-04-24,3642,Marcelo Rezende Moura,65.53,Refrigerantes,73.53
2003-05-21,22106,Vanessa Correia,23.81,"Refrigerantes, Alcóolicas, Água",49.81
2003-05-14,12172,Pedro Oliveira Campos,58.31,Refrigerantes,82.31
2003-01-23,1166,Felipe Barros,56.77,Refrigerantes,64.77
2003-07-27,9805,Eduardo Moura Campos,53.61,"Refrigerantes, Sucos",69.61
2003-10-05,15374,Gustavo Azevedo Correia,60.34,"Sucos, Alcóolicas, Água",90.34
2003-09-12,3163,Marcos Pereira Torres,44.11,"Refrigerantes, Alcóolicas",59.11
2003-08-26,11934,Camila Rodrigues Lima,53.18,Alcóolicas,67.18
2003-03-06,7842,Alexandre Araújo Vieira,29.01,Refrigerantes,37.01
2003-03-09,16856,Vanessa Correia Dias,20.56,Sucos,28.56
2003-02-28,9575,Gustavo Azevedo,39.05,"Alcóolicas, Água, Refrigerantes",66.05
2003-01-11,20872,Carlos Souza,59.87,"Alcóolicas, Água, Sucos",100.87
2003-05-06,16839,Pedro Oliveira,25.95,"Alcóolicas, Refrigerantes",48.95
2003-12-27,18265,Roberto Martins Machado,25.32,Sucos,41.32
2003-03-02,5412,Leticia Cunha Nascimento,42.14,Alcóolicas,49.14
2003-01-12,18416,Simone Fonseca,35.66,Alcóolicas,42.66
2003-02-18,1895,Vinicius Torres Alves,44.96,"Água, Refrigerantes, Alcóolicas",78.96
2003-10-22,7112,Rodrigo Neves,59.41,Alcóolicas,80.41
2003-04-19,5957,Lucas Teixeira Sousa,18.78,"Refrigerantes, Água",38.78
2003-11-20,7773,Lucia Ferreira,29.82,Água,33.82
2003-03-20,13032,Renata Campos,35.19,"Água, Sucos",63.19
2003-12-30,7912,José Carvalho,39.2,Água,47.2
2003-05-13,21050,Henrique Lopes Moura,46.01,"Refrigerantes, Água",62.01
2003-10-07,8052,Simone Fonseca,26.51,Água,38.51
2003-01-23,3266,Ana Costa Campos,54.4,Água,62.4
2003-11-27,22940,José Carvalho Ramos,53.19,"Sucos, Refrigerantes",85.19
2003-04-20,12061,Eduardo Moura Barbosa,33.11,"Sucos, Alcóolicas, Água",75.11
2003-03-26,23740,Vinicius Torres Cardoso,20.17,"Sucos, Refrigerantes, Alcóolicas",73.17
2003-11-06,13506,Renata Campos Ramos,25.67,"Refrigerantes, Água, Alcóolicas",60.67
2003-11-14,17746,Roberto Martins Lopes,30.18,"Sucos, Refrigerantes, Água",66.18
2003-11-04,12790,Thiago Monteiro Rocha,27.27,Refrigerantes,51.27
2003-01-07,8047,Patricia Rocha Moreira,29.75,Alcóolicas,43.75
2003-07-01,20703,Patricia Rocha Castro,53.49,Alcóolicas,67.49
2003-01-14,21529,José Carvalho Ramos,50.06,Alcóolicas,57.06
2003-09-27,12627,Simone Fonseca Lopes,71.68,"Sucos, Água, Alcóolicas",106.68
2003-04-13,6390,Maria Santos Lima,29.21,Sucos,45.21
2003-04-18,5500,José Carvalho,55.1,"Alcóolicas, Refrigerantes",77.1
2003-03-20,21609,Patricia Rocha Rezende,21.54,Sucos,37.54
2003-03-30,22378,Daniela Sousa Ribeiro,33.84,"Sucos, Refrigerantes",65.84
2003-09-14,24783,Vinicius Torres Pereira,19.3,"Sucos, Água",43.3
2003-12-16,3096,Fernando Alves Duarte,20.55,Sucos,28.55
2003-01-02,3207,Camila Rodrigues,34.15,Alcóolicas,41.15
2003-11-21,9006,Silvia Cavalcanti Lopes,34.56,Refrigerantes,42.56
2003-03-15,4847,Rafael Mendes Moreira,51.28,"Sucos, Alcóolicas, Água",92.28
2003-12-23,5198,Mariana Duarte Nascimento,57.22,Alcóolicas,78.22
2003-05-13,24346,Lucas Teixeira Vieira,57.69,Sucos,81.69
2003-11-15,16898,Cristina Machado Costa,54.46,"Água, Alcóolicas",72.46
2003-01-02,14926,Silvia Cavalcanti Duarte,19.33,"Água, Refrigerantes, Sucos",71.33
2003-08-14,3506,Diego Pinto Moreira,18.39,"Sucos, Refrigerantes",66.39
2003-12-16,4440,Marcelo Rezende,51.19,"Alcóolicas, Refrigerantes",80.19
2003-06-10,18174,Tatiana Moreira,32.07,"Sucos, Água, Alcóolicas",65.07
2003-11-19,4203,João Silva Ribeiro,38.85,"Sucos, Água",66.85
2003-12-10,23312,Bruno Castro Coelho,57.74,Água,69.74
2003-04-30,24963,Carlos Souza,41.05,"Refrigerantes, Sucos",73.05
2003-06-10,23980,Cristina Machado,25.95,"Sucos, Refrigerantes",65.95
2003-02-02,5039,Rodrigo Neves Lima,53.64,"Alcóolicas, Sucos, Refrigerantes",98.64
2003-05-21,15783,Camila Rodrigues,23.82,"Sucos, Refrigerantes, Alcóolicas",84.82
2003-01-10,14627,Fernando Alves,56.58,Sucos,64.58
2003-11-20,7120,Lucas Teixeira,49.19,"Água, Refrigerantes",73.19
2003-05-20,20561,Leonardo Vieira Ramos,22.9,"Água, Refrigerantes",58.9
2003-10-07,1407,Leticia Cunha Souza,45.27,"Refrigerantes, Alcóolicas",60.27
2003-07-09,24574,Beatriz Cardoso,29.04,"Sucos, Água",61.04
2003-02-16,24091,Mariana Duarte,31.82,"Refrigerantes, Alcóolicas, Sucos",70.82
2003-11-05,14026,Vanessa Correia Castro,33.65,"Alcóolicas, Sucos",63.65
2003-08-10,17110,Leonardo Vieira,24.37,"Refrigerantes, Água, Sucos",60.37
2003-09-23,14198,Roberto Martins Rezende,38.5,"Alcóolicas, Refrigerantes",67.5
2003-09-13,20824,Diego Pinto Batista,44.13,Alcóolicas,58.13
2003-08-21,18756,Tatiana Moreira Martins,73.56,"Refrigerantes, Água, Alcóolicas",130.56
2003-11-04,23524,Camila Rodrigues,39.06,"Sucos, Alcóolicas",62.06
2003-04-13,8058,João Silva Martins,81.29,Refrigerantes,97.29
2003-01-08,21614,Marcelo Rezende Rocha,41.24,"Sucos, Alcóolicas, Água",75.24
2003-01-28,11299,Marcos Pereira Pires,59.65,Alcóolicas,80.65
2003-12-19,17798,Pedro Oliveira,45.22,Sucos,61.22
2003-05-11,18293,Paula Melo,34.03,"Sucos, Refrigerantes, Água",62.03
2003-01-25,694,Ana Costa Barbosa,44.16,"Água, Sucos, Refrigerantes",80.16
2003-02-02,17334,Gabriel Ramos Silva,44.65,"Refrigerantes, Alcóolicas, Sucos",98.65
2003-03-04,4320,Ana Costa Freitas,53.04,Sucos,69.04
2003-03-20,9338,Raquel Pires,50.97,"Sucos, Alcóolicas, Água",107.97
2003-07-12,22339,Paula Melo Freitas,90.2,"Sucos, Refrigerantes",122.2
2003-09-23,10284,Bruno Castro Fonseca,25.04,"Refrigerantes, Sucos",57.04
2003-09-30,24922,Lucas Teixeira,38.64,"Sucos, Água, Refrigerantes",82.64
2003-03-21,490,Tatiana Moreira,41.01,"Alcóolicas, Refrigerantes",72.01
2003-11-11,19016,Lucas Teixeira Batista,43.4,"Refrigerantes, Alcóolicas, Água",70.4
2003-06-26,253,Simone Fonseca Ferreira,40.99,"Alcóolicas, Refrigerantes, Sucos",86.99
2003-01-26,5443,Simone Fonseca Batista,58.05,Água,66.05
2003-01-31,16392,Juliana Lima Barros,54.09,"Alcóolicas, Sucos",76.09
2003-12-12,1003,Paula Melo,37.63,Refrigerantes,53.63
2003-10-09,14928,Diego Pinto Duarte,37.29,Sucos,53.29
2003-02-12,7650,Tatiana Moreira,24.58,"Água, Refrigerantes, Alcóolicas",63.58
2003-11-27,24195,Beatriz Cardoso,32.98,"Refrigerantes, Alcóolicas",54.98
2003-02-20,19799,Diego Pinto Correia,39.13,Refrigerantes,63.13
2003-05-23,5277,Fernanda Gomes Barros,24.1,Sucos,32.1
2003-01-05,10379,Silvia Cavalcanti Rocha,52.64,"Refrigerantes, Água",68.64
2003-11-11,18074,Patricia Rocha,50.2,"Sucos, Alcóolicas",73.2
2003-01-23,19912,Adriana Farias Azevedo,28.98,Água,40.98
2003-02-04,19627,Felipe Barros Duarte,59.85,Sucos,83.85
2003-12-20,23247,Paulo Nascimento Farias,47.88,"Água, Refrigerantes, Alcóolicas",100.88
2003-02-27,20288,Gabriel Ramos Mendes,44.59,"Água, Sucos, Alcóolicas",70.59
2003-03-07,13863,Bruno Castro Alves,24.71,Água,28.71
2003-02-21,11375,Fernanda Gomes Lima,47.47,Refrigerantes,63.47
2003-12-28,19863,Monica Batista Campos,26.43,"Sucos, Refrigerantes",66.43
2003-05-11,694,Ana Costa Barbosa,46.19,Alcóolicas,67.19
2003-01-19,8225,Leticia Cunha Torres,50.23,Alcóolicas,71.23
2003-03-30,6993,Ana Costa Souza,46.84,"Sucos, Alcóolicas, Refrigerantes",115.84
2003-02-21,8507,Lucia Ferreira Batista,43.14,"Alcóolicas, Sucos, Refrigerantes",74.14
2003-03-28,5964,Maria Santos,30.37,"Refrigerantes, Água, Sucos",82.37
2003-04-17,7353,Cristina Machado,30.49,"Sucos, Água, Alcóolicas",72.49
2003-12-10,19867,Marcelo Rezende Campos,34.55,"Refrigerantes, Sucos",74.55
2003-11-16,5709,Marcelo Rezende Oliveira,39.8,"Alcóolicas, Refrigerantes, Sucos",84.8
2003-01-22,22769,Vinicius Torres Carvalho,44.35,Sucos,52.35
2003-01-05,8611,Raquel Pires Neves,43.82,"Refrigerantes, Água",55.82
2003-12-02,16781,Paula Melo Pinto,59.76,Sucos,75.76
2003-06-03,2994,Daniela Sousa Correia,37.07,"Alcóolicas, Refrigerantes",60.07
2003-11-30,25031,Leonardo Vieira,35.44,"Sucos, Refrigerantes, Água",83.44
2003-09-06,9708,Gabriel Ramos,40.14,"Refrigerantes, Alcóolicas, Água",66.14
2003-12-21,11058,Rodrigo Neves Moura,39.33,Sucos,47.33
2003-01-12,16135,Fernando Alves,29.97,Alcóolicas,50.97
2003-10-25,21206,Tatiana Moreira,32.56,Sucos,56.56
2003-02-21,304,Thiago Monteiro Souza,24.8,Alcóolicas,31.8
2003-04-12,333,Cristina Machado Santos,45.64,"Sucos, Alcóolicas, Água",80.64
2003-01-04,9114,Carlos Souza,40.3,"Água, Alcóolicas, Sucos",74.3
2003-10-11,8639,Gustavo Azevedo Azevedo,25.44,Refrigerantes,49.44
2003-12-30,24418,Patricia Rocha Neves,92.36,Alcóolicas,106.36
2003-05-13,992,Alexandre Araújo Batista,35.94,"Sucos, Água",55.94
2003-03-08,9517,Carlos Souza Martins,52.95,"Água, Refrigerantes, Alcóolicas",101.95
2003-08-12,13685,Thiago Monteiro Pinto,58.42,"Água, Sucos",74.42
2003-12-16,21488,Tatiana Moreira Carvalho,21.06,"Refrigerantes, Água",33.06
2003-01-10,25938,Leticia Cunha Oliveira,18.59,"Água, Refrigerantes",50.59
2003-01-21,22420,Pedro Oliveira Martins,24.5,Água,28.5
2003-07-11,11731,Fernanda Gomes Rodrigues,25.82,"Água, Sucos",45.82
2003-11-14,7347,Patricia Rocha,81.55,"Alcóolicas, Refrigerantes",112.55
2003-11-06,3824,Anderson Coelho Fonseca,53.04,"Sucos, Alcóolicas, Refrigerantes",83.04
2003-12-13,19614,Marcos Pereira Rocha,31.02,Água,43.02
2003-10-10,6248,Leonardo Vieira Pinto,23.12,"Alcóolicas, Água",34.12
2003-06-27,14335,Tatiana Moreira Ferreira,44.86,"Sucos, Refrigerantes, Alcóolicas",81.86
2003-12-24,11111,Ana Costa Castro,41.98,"Refrigerantes, Água",65.98
2003-04-03,4236,José Carvalho Araújo,71.31,"Refrigerantes, Água",95.31
2003-12-27,5672,José Carvalho Correia,46.31,"Sucos, Alcóolicas",68.31
2003-01-12,557,Lucia Ferreira,50.02,Água,54.02
2003-02-27,1423,Beatriz Cardoso Silva,59.53,"Água, Refrigerantes, Sucos",87.53
2003-11-22,25720,Daniela Sousa Oliveira,21.01,Refrigerantes,45.01
2003-07-30,19136,Leticia Cunha,26.74,"Sucos, Alcóolicas, Água",65.74
2003-11-05,15941,Carlos Souza Nascimento,28.22,Sucos,52.22
2003-01-08,19655,Vanessa Correia Freitas,32.51,Alcóolicas,39.51
2003-11-26,24685,Fernanda Gomes,57.96,"Alcóolicas, Refrigerantes, Água",98.96
2003-01-05,591,Leonardo Vieira,33.6,"Alcóolicas, Sucos",62.6
2003-04-24,7535,Leticia Cunha Moura,47.44,Refrigerantes,71.44
2003-11-29,11553,Henrique Lopes Cardoso,21.55,"Água, Alcóolicas",54.55
2003-09-11,25060,Vanessa Correia Duarte,66.83,"Alcóolicas, Refrigerantes, Sucos",97.83
2003-11-04,22657,Simone Fonseca Melo,59.11,Alcóolicas,66.11
2003-11-12,7760,Adriana Farias,84.55,Água,88.55
2003-12-13,20134,Lucia Ferreira Monteiro,35.94,"Sucos, Refrigerantes",67.94
2003-10-04,5124,Leticia Cunha,24.25,"Alcóolicas, Refrigerantes",69.25
2003-01-04,11259,Patricia Rocha Rodrigues,31.38,"Alcóolicas, Sucos",54.38
2003-03-19,16661,Lucia Ferreira Torres,58.36,Sucos,74.36
2003-05-18,13672,Eduardo Moura,29.43,Sucos,53.43
2003-12-11,17462,Rodrigo Neves Freitas,20.04,"Alcóolicas, Sucos",43.04
2003-12-16,4216,Monica Batista Pires,54.0,"Sucos, Alcóolicas",76.0
2003-10-16,12730,Lucia Ferreira,53.03,"Alcóolicas, Água, Sucos",87.03
2003-05-22,15613,Paula Melo Fonseca,39.21,Água,43.21
2003-03-06,24565,Pedro Oliveira Rocha,51.71,"Água, Refrigerantes",79.71
2003-02-15,6546,Rafael Mendes Carvalho,57.41,"Água, Alcóolicas",72.41
2003-04-19,19241,Raquel Pires Gomes,57.85,Refrigerantes,65.85
2003-05-27,13626,Diego Pinto Dias,45.0,"Sucos, Alcóolicas, Refrigerantes",84.0
2003-03-23,11719,Leticia Cunha Martins,29.79,Refrigerantes,37.79
2003-01-03,9034,Diego Pinto Souza,29.1,"Refrigerantes, Sucos",53.1
2003-04-03,10900,João Silva,78.77,Alcóolicas,99.77
2003-07-19,8316,Vinicius Torres Neves,57.12,Sucos,65.12
2003-06-19,8923,Thiago Monteiro Pereira,31.49,"Sucos, Refrigerantes",63.49
2003-10-07,20115,Leticia Cunha Gomes,32.19,"Sucos, Refrigerantes, Alcóolicas",79.19
2003-01-21,17105,Gustavo Azevedo Ramos,59.23,"Refrigerantes, Sucos",91.23
2003-10-28,11747,Gabriel Ramos,38.17,"Sucos, Alcóolicas, Refrigerantes",91.17
2003-11-25,22446,Simone Fonseca Martins,49.88,Sucos,65.88
2003-01-21,11512,Vinicius Torres Dias,34.96,Refrigerantes,50.96
2003-12-07,3804,Lucas Teixeira Coelho,54.54,"Água, Sucos",90.54
2003-05-17,16025,Isabela Castro Costa,70.23,Alcóolicas,91.23
2003-12-10,1830,Vinicius Torres Correia,30.92,Água,38.92
2003-03-23,17750,Vanessa Correia Cardoso,18.61,"Sucos, Água",50.61
2003-02-20,730,Fernanda Gomes Farias,37.96,Refrigerantes,45.96
2003-04-01,24760,Ana Costa Cavalcanti,47.49,"Alcóolicas, Água",80.49
2003-02-23,13327,Carlos Souza,22.78,"Água, Refrigerantes, Alcóolicas",75.78
2003-11-25,7451,Isabela Castro Monteiro,58.32,Alcóolicas,79.32
2003-07-08,25230,Carolina Freitas Castro,45.31,"Alcóolicas, Sucos",76.31
2003-04-06,4180,Lucas Teixeira Moura,51.79,Refrigerantes,67.79
2003-03-12,22033,Lucia Ferreira,24.06,Sucos,32.06
2003-03-25,19859,Beatriz Cardoso,27.06,"Água, Refrigerantes",43.06
2003-03-05,24804,Alexandre Araújo Alves,44.5,Refrigerantes,52.5
2003-03-19,23306,Daniela Sousa Fonseca,34.67,"Sucos, Refrigerantes, Água",62.67
2003-12-16,12965,Carolina Freitas,27.03,Refrigerantes,35.03
2003-03-01,22054,Fernando Alves,49.98,"Sucos, Água",81.98
2003-11-13,7027,Tatiana Moreira Cavalcanti,24.26,"Sucos, Refrigerantes, Água",60.26
2003-10-07,7455,Bruno Castro Monteiro,32.69,Alcóolicas,46.69
2003-12-16,1871,Patricia Rocha Moreira,25.55,"Água, Sucos",45.55
2003-12-06,1688,Fernanda Gomes Rezende,47.12,"Água, Sucos",59.12
2003-03-18,17285,Adriana Farias,44.14,Sucos,68.14
2003-01-10,13051,Fernando Alves,44.51,"Refrigerantes, Alcóolicas, Água",101.51
2003-01-17,23984,Bruno Castro Cunha,24.54,Alcóolicas,45.54
2003-12-26,19728,Renata Campos Rezende,26.61,Sucos,34.61
2003-12-19,2272,Raquel Pires,50.02,"Sucos, Alcóolicas",95.02
2003-09-21,10674,João Silva,43.33,"Água, Alcóolicas",69.33
2003-12-31,22802,Bruno Castro,28.59,"Sucos, Refrigerantes",68.59
2003-04-04,2184,Carlos Souza Pereira,44.2,Alcóolicas,58.2
2003-04-24,8481,Vanessa Correia,44.22,"Refrigerantes, Sucos",92.22
2003-04-15,8729,Vanessa Correia,22.01,"Água, Refrigerantes, Sucos",70.01
2003-05-15,16965,Eduardo Moura Rocha,54.65,"Sucos, Alcóolicas, Água",88.65
2003-01-11,18713,Eduardo Moura Martins,28.05,"Água, Alcóolicas",50.05
2003-03-15,8338,Monica Batista Pinto,26.54,Água,34.54
2003-03-07,10783,Roberto Martins Castro,46.01,Água,58.01
2003-01-17,6652,Simone Fonseca Monteiro,47.32,Alcóolicas,54.32
2003-10-25,24324,Leticia Cunha Machado,52.79,"Alcóolicas, Refrigerantes",74.79
2003-02-19,15942,Leonardo Vieira Nascimento,57.84,"Sucos, Refrigerantes, Água",89.84
2003-02-14,16597,Renata Campos,47.65,Água,59.65
2003-04-27,7020,Leonardo Vieira,52.32,"Alcóolicas, Água, Refrigerantes",102.32
2003-10-02,10712,Vanessa Correia Farias,44.79,"Sucos, Alcóolicas",75.79
2003-02-26,14704,Carolina Freitas Coelho,86.29,"Sucos, Refrigerantes",102.29
2003-01-03,24523,Thiago Monteiro Ribeiro,39.52,"Alcóolicas, Sucos",70.52
2003-03-22,2464,Vinicius Torres Barbosa,42.21,Sucos,58.21
2003-01-29,15031,Marcos Pereira Pereira,33.14,"Água, Sucos",57.14
2003-01-08,25819,Maria Santos Lopes,22.77,Água,30.77
2003-12-05,22515,Beatriz Cardoso,65.34,"Sucos, Refrigerantes",113.34
2003-10-07,24624,Maria Santos Ribeiro,49.71,"Alcóolicas, Sucos",80.71
2003-01-22,23835,Bruna Ribeiro Melo,18.0,Refrigerantes,26.0
2003-04-11,13051,Fernando Alves,53.33,"Refrigerantes, Sucos",69.33
2003-09-13,18290,Fernanda Gomes Oliveira,84.39,Sucos,92.39
2003-01-15,780,Adriana Farias Neves,43.28,"Alcóolicas, Sucos, Refrigerantes",82.28
2003-01-17,2,Camila Rodrigues,28.51,"Alcóolicas, Refrigerantes",65.51
2003-10-11,9472,Henrique Lopes Rocha,45.47,"Sucos, Alcóolicas",82.47
2003-08-01,10377,Gustavo Azevedo,48.59,"Água, Refrigerantes",84.59
2003-01-07,23827,Roberto Martins Santos,59.3,"Alcóolicas, Água",70.3
2003-12-17,15068,Adriana Farias Torres,51.46,"Refrigerantes, Alcóolicas",96.46
2003-05-29,6055,Ana Costa Mendes,38.09,"Água, Alcóolicas, Sucos",76.09
2003-04-06,7558,Bruna Ribeiro,24.63,"Alcóolicas, Água",35.63
2003-09-12,2322,Carolina Freitas Duarte,38.95,Sucos,62.95
2003-05-04,11452,Bruna Ribeiro,20.57,"Refrigerantes, Alcóolicas, Água",57.57
2003-02-21,7172,Gustavo Azevedo,58.42,"Água, Alcóolicas",91.42
2003-04-16,16357,Juliana Lima Vieira,53.09,Alcóolicas,60.09
2003-11-02,21278,Vanessa Correia,27.97,Sucos,51.97
2003-02-23,11354,Vanessa Correia Alves,56.16,"Alcóolicas, Refrigerantes",85.16
2003-04-25,8323,Carolina Freitas Pereira,42.58,"Água, Alcóolicas, Sucos",73.58
2003-03-04,12797,Felipe Barros,41.07,"Refrigerantes, Sucos",81.07
2003-09-26,17311,Carlos Souza Batista,21.01,"Água, Alcóolicas, Sucos",58.01
2003-02-08,14300,Juliana Lima,23.41,Refrigerantes,39.41
2003-03-23,12360,Beatriz Cardoso Martins,53.66,Água,61.66
2003-11-29,25763,Beatriz Cardoso Alves,32.53,"Água, Sucos, Alcóolicas",74.53
2003-04-01,23115,Leticia Cunha,22.84,"Alcóolicas, Água",47.84
2003-01-24,7862,Gabriel Ramos,27.75,Água,39.75
2003-01-18,21317,Roberto Martins Fonseca,19.92,"Sucos, Refrigerantes, Água",63.92
2003-12-16,10855,Vinicius Torres Araújo,44.63,"Refrigerantes, Água, Alcóolicas",87.63
2003-03-18,8001,Daniela Sousa Nascimento,32.19,"Alcóolicas, Refrigerantes, Sucos",55.19
2003-12-14,19625,Gustavo Azevedo Duarte,38.36,Alcóolicas,52.36
2003-10-26,22736,Raquel Pires Neves,19.05,"Refrigerantes, Água",43.05
2003-06-03,7582,Juliana Lima Teixeira,59.44,Sucos,75.44
2003-09-13,18420,Monica Batista Ribeiro,28.09,"Alcóolicas, Água",43.09
2003-11-13,10551,Paulo Nascimento,55.9,"Água, Refrigerantes",83.9
2003-01-18,6084,Patricia Rocha,41.34,"Alcóolicas, Água",66.34
2003-02-27,551,Diego Pinto Moreira,35.46,"Alcóolicas, Água, Refrigerantes",69.46
2003-05-25,15628,João Silva Farias,54.7,"Água, Sucos",74.7
